Product_Name,Energy,Total_Fat,Saturated_Fat,Total_Sugars,Sodium,Protein,Dietary_Fiber,product_form
Modern Kitchens Banana Chips Salted,474.0,36.0,17.8,7.2,343.0,3.24,7.6,solid
Let's Try Potato Wafers,475.0,35.0,7.5,4.5,700.0,7.0,3.0,solid
Lay's American Cream & Onion Potato Chips,437.7,33.1,12.5,3.4,643.0,6.7,0.0,solid
Kurkure Yummy PuffCorn Yummy Cheese Chips,411.8,27.1,12.2,4.5,770.0,6.4,0.0,solid
Bingo! Original Style Chilli Sprinkled,433.0,33.4,14.2,1.5,824.6,7.1,0.0,solid
Lay's West Indies Hot 'n' Sweet Chilli Potato Chips,435.8,32.0,12.1,6.0,671.0,6.4,0.0,solid
Lay's India's Magic Masala Potato Chips,437.2,33.1,12.5,2.5,826.0,6.9,0.0,solid
Beyond Snack Kerala Banana chips - Peri Peri,415.9,27.49,12.71,6.15,139.66,6.84,6.88,solid
Crax Double Mazza Roasted Chana Peanuts Namkeen Snacks,511.0,39.0,7.7,4.0,1034.0,22.0,0.0,solid
Kurkure Red Chilli Chataka Chips,449.4,34.5,15.5,2.0,680.0,5.6,0.0,solid
Bingo! Popped Chips Sour Cream & Herbs,370.5,22.0,5.2,6.1,740.2,6.9,0.0,solid
"Cheetos Masala PUFFS, Crispy Chips & Snacks",375.6,23.1,10.4,1.6,862.0,8.2,0.0,solid
Too Yumm! Sour Cream & Onion Veggie Stix,360.5,21.4,5.1,5.4,750.0,5.8,2.8,solid
Lay's Classic Salted Potato Chips,449.1,35.1,13.2,0.6,510.0,6.7,0.0,solid
Lay's Spanish Tomato Tango Potato Chips,433.9,32.2,12.2,5.6,636.0,6.4,0.0,solid
Let's Try Pepper Murukku Sticks,477.0,37.2,21.31,0.11,660.0,10.2,0.0,solid
Lay's Potato Chips - Sizzling Hot Spicy Flavour,435.3,33.0,12.5,2.3,555.0,6.6,0.0,solid
Uncle Chips Spicy Treat,451.1,35.0,16.3,1.3,1080.0,7.0,0.0,solid
Too Yumm! Bhoot Karare Spicy Chilli Flavour Crisps,350.4,20.5,4.7,3.7,990.0,5.4,0.0,solid
Yellow Diamond Plain Salted Chips,437.0,32.62,12.8,1.12,546.17,8.02,0.0,solid
Lay's American Cream & Onion Potato Chips,437.7,33.1,14.8,3.4,643.0,6.7,0.0,solid
Crax Fritts Sour Cream and Onion Corn & Potato Stick Snacks,366.9,22.5,10.3,4.6,1238.0,5.5,0.0,solid
Lay's WAFERChips Red Chilli,438.8,33.4,14.9,1.6,475.0,6.9,0.0,solid
Let's Try Peanut Party Mix,325.0,31.29,5.53,0.0,916.1,20.36,0.0,solid
Bingo! Popped Chips Indian Spice Mix,359.6,22.1,5.1,1.7,955.2,6.9,0.0,solid
Haldiram's Halke Fulke - Salted Potato Chips,640.8,77.5,12.7,6.2,139.7,6.8,6.9,solid
Bingo! Mad Angles Achaari Masti Crisps,418.9,29.5,6.9,6.0,758.8,5.6,0.0,solid
Bingo! Mad Angles Masala Madness Crisps,410.9,28.9,13.9,3.9,731.3,6.3,0.0,solid
Sweet Karam Coffee Andhra Spicy Murukku Namkeen Snacks,406.9,28.7,10.0,0.0,467.8,7.1,3.0,solid
Let's Try Garlic Bhujia,468.0,36.0,6.0,2.0,560.0,10.0,0.0,solid
Lets Try Lite Mixture,338.1,18.7,3.7,0.0,0.0,10.0,0.0,solid
Orion K Snack Rings Kimchi Flavour,414.1,28.3,13.8,8.5,1014.45,7.99,0.0,solid
Jabsons Roasted Peanuts Classic Salted,630.0,52.0,9.0,4.0,630.0,20.0,0.0,liquid
Orion K Snack Rings 3x Spicy,410.2,27.6,13.2,8.46,1009.93,6.71,0.0,solid
BRB Potato Popped Chips - Pasta Cheese Flavour,78.2,3.5,0.8,1.8,194.9,1.7,0.0,solid
BRB Potato Popped Chips - Spicy Chipotle Flavour,75.5,3.2,0.7,1.3,217.7,2.2,0.0,solid
Brb Rice Popped Chips Peri Peri Flavour,76.8,3.5,0.8,0.6,289.4,2.5,0.0,solid
BRB Potato Popped Chips - Bhel Flavour,74.8,3.3,0.7,0.6,246.7,2.1,0.0,solid
The Theatre Project TTP Kettle Cooked - Hot & Sweet Chilli,416.5,28.3,5.58,4.5,390.0,7.58,0.0,solid
Let's Try Bhujia,506.0,40.0,6.8,4.0,800.0,14.0,0.0,solid
Wellbe Crunchy Kodbale,455.9,35.2,10.4,0.3,675.7,7.3,3.8,solid
UNIBIC Kerala Banana Chips Classic Salted,352.3,23.0,5.8,1.5,477.6,3.4,5.0,solid
The Baker's Dozen Zero Maida Ragi Crackers Baked Millet Snack,198.0,3.58,0.74,3.4,190.22,10.29,8.1,solid
Too Yumm! Dahi Papdi Chaat Multigrain Healthy Chips High Protein Crunchy Crisps,347.1,18.3,4.5,8.5,880.0,7.9,0.0,solid
Lay's India's Magic Masala Potato Chips,437.2,33.1,14.8,2.5,862.0,6.9,0.0,solid
Bingo! Potato Chips - Cream & Onion Chips - Crispy & Crunchy Chips Pack for Snacks,443.2,32.3,14.1,4.8,0.0,8.4,0.0,solid
Uncle Chips Plain Salted,468.6,37.5,17.5,1.4,661.0,7.0,0.0,solid
Too Yumm! Bhoot Potato Chips Spicy Chilli Flavour Chips,436.0,33.2,8.1,2.4,1040.0,6.9,0.0,solid
Dev Snacks Banana Chips,423.5,32.0,11.2,0.0,65.24,1.7,2.8,solid
Let's Try Sabudana Mixture,446.9,32.58,5.12,12.8,234.6,5.99,2.21,solid
Balaji Simply Salted Chips,449.2,32.9,15.7,0.8,385.0,7.7,7.2,solid
Ritebite Max Protein Desi Masala 10G Multigrain Protein Chips,231.8,13.6,2.7,1.8,0.5,10.0,4.0,solid
Sweet Karam Coffee Andhra Spicy Murukku Namkeen Snacks,406.9,28.7,10.0,0.0,467.8,7.1,3.0,solid
Kurkure Schezwan Chutney,449.4,33.7,15.2,4.1,684.0,5.5,0.0,solid
Pringles Potato Chips Original Flavour,397.9,27.9,14.0,0.4,469.0,5.0,0.0,solid
"Slurrp Farm Healthy Snacks for Kids, Mighty Puff Cheese & Herbs, Not Fried, No Maida",305.4,16.2,3.1,3.2,564.6,6.4,3.3,solid
Crax Aloo Bhujia Namkeen Snacks,516.9,44.0,19.5,1.7,1170.0,9.5,0.0,solid
"Ritebite Max Protein Cheese & Jalapeno 10G Multigrain Protein Chips, Healthy Snacks & Munchies",235.8,14.1,2.8,1.9,500.0,10.0,4.0,solid
Modern Kitchens Potato Chips Salted,481.7,37.56,18.08,5.2,764.0,7.6,3.6,solid
Mr Makhana Super Snack - Pudina Party,386.1,27.86,6.9,0.5,190.0,0.0,2.45,solid
Farmley Achaari Makhana Roasted In Olive Oil,338.0,18.2,10.1,3.5,295.2,7.8,0.0,solid
Farmley Cheesy Cheddar Makhana Roasted In Olive Oil,367.1,20.5,10.7,1.5,254.0,7.8,11.2,solid
Farmley Cream And Onion Makhana Roasted In Olive Oil,367.4,21.0,9.5,5.2,275.0,7.8,11.9,solid
Farmley Himalayan Salted Makhana Roasted In Olive Oil,381.8,22.0,9.5,0.5,315.0,7.8,11.2,solid
MOM Black Salt Roasted Makhana,287.5,11.0,1.0,0.0,940.0,7.0,4.0,solid
Let's Try Sour Cream And Onion Makhana Puffs,183.5,8.0,2.0,2.0,370.0,5.0,5.0,solid
MR. MAKHANA Fox Nuts Black Salt,280.5,18.4,3.0,0.5,196.1,7.1,3.7,solid
Too Yumm! Karare Chilli Achari Flavour,365.8,21.1,4.9,6.9,960.0,7.0,0.0,solid
Too Yumm! Noodles Masala | Spicy No Palm Oil Crisps,354.2,20.7,5.0,3.4,720.0,5.9,0.0,solid
Too Yumm! Kashmiri Chilli Spicy Potato Chips| No Palm Oil Snacks,448.2,33.5,7.6,1.0,790.0,8.0,3.5,solid
Too Yumm! Aloo Chaat Potato Stix | Munching Snack | On-the-Go Munchies,366.2,22.4,5.3,4.5,970.0,6.2,0.0,solid
Too Yumm! Aloo Bhujia | No Palm Oil | 35% Less Saturated Fat,513.8,44.0,10.3,2.0,930.0,9.9,0.0,solid
Too Yumm - Rings Tomato Twist,325.9,21.1,5.1,8.5,880.0,6.0,0.0,solid
Too Yumm! Moong Dal | No Palm Oil | 35% Less Saturated Fat,374.0,17.8,4.5,2.0,400.0,21.7,12.0,solid
Too Yumm! Salted Peanuts | No Palm Oil | Protein Goodness,637.0,50.1,7.6,2.3,360.0,27.1,7.2,solid
Haldiram's Mixture,452.1,31.49,13.22,0.0,834.82,16.03,11.83,solid
Haldirams Soya Sticks,472.9,38.21,18.56,4.1,629.0,7.46,0.88,solid
Haldiram's Panchratan Mixture,446.0,32.13,13.45,10.3,480.0,6.61,4.6,solid
Haldiram's Khatta Meetha,434.9,28.1,8.6,10.8,427.1,11.2,0.0,solid
Haldiram's Moong Dal,382.3,20.93,5.64,0.0,390.0,21.31,7.52,solid
Haldiram's Cornflakes Mixture,445.0,29.0,10.15,16.0,690.0,10.0,0.0,solid
Haldirams Nagpur Murrukku,422.9,31.51,10.13,0.0,525.0,7.83,2.46,solid
Haldiram Farali Chiwda,242.8,18.9,3.9,4.5,99.0,6.4,2.0,solid
Haldiram's Masala Tasty Nuts,521.9,42.2,10.2,0.0,76.0,19.3,0.42,solid
Bingo! Tedhe Medhe,435.0,32.8,15.5,1.7,738.4,5.5,0.0,solid
Haldiram's Dal Biji,455.4,32.88,13.65,0.0,388.0,15.64,6.17,solid
Granamma Kodubale/ Ring Murukku,401.8,28.2,3.8,0.0,704.7,7.0,4.9,solid
Granamma Madras Mixture,470.4,35.7,6.9,1.5,401.0,13.0,6.2,solid
Granamma Ribbon Pakoda,450.5,35.5,4.8,0.0,857.0,8.1,4.1,solid
Granamma Butter Murukku,444.6,34.0,4.6,0.0,545.0,7.1,4.9,solid
Granamma Kara Boondi,481.6,38.9,5.3,0.4,429.5,10.9,0.4,solid
Dev Kadalamavu Mixture,523.8,40.2,14.07,0.0,62.16,20.3,3.6,solid
Dev Snacks Ghee Murukku,378.6,26.1,16.18,0.0,53.3,2.2,0.0,solid
Bingo! Flat Cut Himalayan Pink Salt,448.5,34.3,15.1,0.8,632.5,8.3,0.0,solid
Lay's Potato Chips WAFERstyle - Salt with Pepper Flavour,433.5,33.3,15.0,0.6,681.0,6.5,0.0,solid
Modern Kitchens Wheel Chips,194.3,0.5,0.25,0.0,510.0,7.0,2.0,solid
Nestle Munch Max Choco Coated Crunchy WAFERBar,428.0,22.8,22.4,32.2,86.3,5.7,0.0,solid
Cadbury Dairy Milk Chocolate Bar,531.0,29.0,19.6,57.0,129.0,7.9,0.0,solid
Ferrero Rocher,595.0,42.7,12.81,39.9,0.0,8.2,0.0,solid
Cadbury 5 Star CHOCOLATE BAR,444.0,15.9,10.1,55.5,170.0,3.3,0.0,solid
Amul Chocominis Chocolate,545.0,31.2,27.1,51.1,0.0,5.5,0.0,solid
Galaxy Cookie Crumble CHOCOLATE BAR,543.0,30.6,19.2,50.6,85.6,6.6,0.0,solid
Galaxy Smooth Milk CHOCOLATE BAR,553.0,32.2,20.3,48.3,43.01,6.4,0.0,solid
Cadbury Dairy Milk Fruit & Nut CHOCOLATE BAR,520.0,28.4,16.4,54.4,106.0,8.5,0.0,solid
Hershey's Kisses Milk Chocolate,525.0,27.5,16.3,45.8,0.0,9.08,0.0,solid
Confetteria Raffaello Coconut and White Almond,627.0,48.3,29.5,33.6,105.0,7.4,0.0,solid
Cadbury Dairy Milk Crispello CHOCOLATE BAR,523.0,27.6,17.7,50.2,192.0,5.2,0.0,solid
Twix Minis Cookie Caramel Chocolate Pack,493.0,23.7,13.9,48.0,158.0,4.6,0.0,solid
"Sunfeast Fantastik Fruit n Nut, Chocolaty Bar",546.0,30.5,25.1,41.0,130.1,8.2,0.0,liquid
Cadbury Dairy Milk Silk Oreo CHOCOLATE BAR,563.0,34.8,22.3,48.9,207.0,6.0,0.0,solid
Eat Anytime Coffee Cinnamon Date Laddoo,474.8,24.2,5.7,30.5,87.2,14.3,8.9,liquid
Cadbury Nutties Chocolate,511.0,24.8,13.9,61.5,117.0,5.0,0.0,solid
Nestle Milkybar Tablet Made With Milk Yummy & Creamy Treat,524.0,30.0,28.7,40.9,117.1,11.1,0.0,liquid
Snickers Peanut Filled CHOCOLATE BAR Loaded with Delicious Roasted Peanuts,491.0,25.1,10.1,51.84,222.0,8.83,0.0,solid
Cadbury Dairy Milk Silk Desserts Brownie CHOCOLATE BAR,557.0,36.3,17.8,40.6,141.0,8.1,0.0,solid
Hershey's Creamy Milk CHOCOLATE BAR,553.0,32.1,19.0,51.8,107.13,8.8,0.0,solid
Hershey's Cookies 'N' Creme CHOCOLATE BAR,522.0,26.7,16.0,48.0,136.0,5.5,0.0,solid
Cadbury Dairy Milk Bites Hazelnut Chocolate Pack,566.0,37.8,17.0,42.1,119.0,9.2,0.0,solid
Hershey's Dark CHOCOLATE BAR,535.0,29.7,18.0,52.3,14.5,5.0,0.0,solid
"Galaxy Fusions Silky Smooth Dark CHOCOLATE BAR, Made with 70% Cocoa",568.0,43.1,25.8,27.0,6.4,7.5,0.0,solid
Cadbury Dairy Milk Silk Bubbly CHOCOLATE BAR,543.0,31.4,21.5,55.3,125.0,7.6,0.0,solid
Cadbury Dairy Milk Silk CHOCOLATE BAR,543.0,31.4,21.5,55.3,125.0,7.6,0.0,solid
Nestle KitKat Delights Rich,441.0,24.2,22.8,41.5,82.4,6.2,0.0,solid
Cadbury Dairy Milk Silk Mousse CHOCOLATE BAR,553.0,35.1,22.5,46.1,140.0,8.7,0.0,solid
Kinder Creamy Milky And Cocoa With Extruded Rice,539.0,31.3,14.2,48.8,134.0,8.4,0.0,solid
Hershey's Kisses Cookies 'N' Cream Chocolate,530.0,32.9,20.4,31.2,0.0,9.3,0.0,solid
Hershey's Exotic Raspberry & Goji Dark Chocolate,405.4,13.5,8.0,57.6,0.0,1.97,0.0,solid
Cadbury Temptations Almond Treat Premium CHOCOLATE BAR,555.0,35.0,18.5,45.2,81.5,9.0,0.0,solid
Amul Dark CHOCOLATE BAR,521.0,33.1,18.6,43.0,38.0,6.4,0.0,solid
Hershey's Exotic Dark Chocolate Californian Almonds - With Blackberry Crunchy Dark Chocolate,564.0,36.3,12.5,36.5,0.0,8.5,0.0,solid
Cadbury Temptations Rum & Raisins Premium CHOCOLATE BAR,498.0,26.0,17.5,57.0,82.3,5.7,0.0,solid
Nestle KitKat Delights Caramel,441.0,24.1,22.7,42.9,82.7,6.0,0.0,solid
Bounty Miniatures Coconut Filled Chocolate Pack,490.0,25.8,20.5,50.0,100.0,3.9,0.0,solid
Cadbury Dairy Milk Silk Hazelnut CHOCOLATE BAR,566.0,36.8,19.2,46.6,104.0,8.7,0.0,solid
"Snickers Filled with Brownie, Peanuts & Caramel CHOCOLATE BAR",494.9,26.1,12.7,50.3,293.1,7.3,0.0,solid
Cadbury Dairy Milk Lickables Chocolate with Oreo Chunks,490.0,25.9,15.0,48.8,222.0,7.0,7.1,solid
Hershey's Kisses Choco Truffle,546.0,32.0,18.0,53.0,71.5,6.6,0.0,solid
Amul Fruit 'N' Nut Chocolate,556.0,34.2,17.5,37.0,0.0,7.1,0.0,solid
Cadbury Dairy Milk Silk Desserts Plum Cake CHOCOLATE BAR,533.0,32.6,17.4,43.9,145.0,6.9,0.0,solid
Mars Caramel CHOCOLATE BAR,341.8,16.8,8.4,16.6,169.0,4.0,0.0,solid
"Fabelle Hazelnut Handcrafted Chocolate Truffles Inspired by Classic Desserts, Assorted Luxury Chocolates Gift Pack",585.0,40.5,21.0,38.0,113.7,7.7,0.0,solid
Cadbury Bournville Rich Cocoa 70% Dark CHOCOLATE BAR,598.0,47.4,32.1,20.4,18.0,7.6,0.0,solid
Cadbury Bournville Cranberry 50% Dark CHOCOLATE BAR,526.0,31.6,19.0,45.7,13.6,6.1,0.0,solid
Cadbury Bournville Fruit & Nut 50% Dark CHOCOLATE BAR,533.0,32.8,19.9,44.2,16.0,6.4,0.0,solid
Amul India Twilight Tryst 55% Dark CHOCOLATE BAR,557.0,33.7,20.2,43.0,0.0,6.0,0.0,solid
Snickers Almond Filled CHOCOLATE BAR,475.0,24.0,9.2,53.0,217.0,7.0,0.0,solid
Cadbury Gems Surprise Ball Chocolate,469.0,17.5,17.1,70.8,38.0,3.5,0.0,solid
Cadbury Bournville Rich Cocoa 50% Dark CHOCOLATE BAR,543.0,34.3,23.0,45.1,15.8,5.6,0.0,solid
Amul Milk Chocolate Smooth And Creamy,545.0,31.4,19.0,43.6,0.0,8.4,0.0,solid
Amul Sugar Free Dark Chocolate,487.9,36.1,21.5,10.0,0.0,14.2,0.0,solid
Hershey's Exotic Dark Blueberry And Acai Chocolate Share Bag,405.4,13.5,8.0,57.6,0.0,1.97,0.0,solid
Nova Nova Waffle Chocolates- Belgian Chocolate,360.0,20.0,17.0,31.0,71.0,4.0,0.0,solid
Nova Nova Choco Pockets- Classic Chocolate,387.5,16.0,7.0,35.0,192.0,7.0,0.0,solid
Hershey's Kisses Hazelnut 'N' Cookies Chocolate,548.0,33.0,17.7,49.1,122.0,7.3,0.0,solid
Hershey's Kisses Almonds Chocolate,535.0,30.0,14.7,40.8,0.0,10.3,0.0,solid
Hershey's Exotic Dark Pomegranate Chocolate,385.4,13.5,8.0,47.6,0.0,1.97,0.0,solid
Amul Single Origin India Milk Chocolate,568.0,36.9,22.2,33.8,0.0,9.5,0.0,solid
Amul Velvet Milk Chocolate,528.0,37.9,23.0,33.7,325.0,6.0,0.0,solid
Lo Foods Dark CHOCOLATE BAR Hazelnut Premium Sugar Free Chocolate Rich Healthy Chocolates,42.6,3.6,1.2,0.4,2.2,0.7,0.7,solid
Didier & Frank Hazelnut Dark CHOCOLATE BAR,59.0,3.7,1.7,3.0,4.0,1.0,0.0,solid
Didier & Frank 85% Dark CHOCOLATE BAR,53.5,3.7,1.7,1.2,0.0,1.0,0.0,solid
Milka Raisins & Nuts Milk Chocolate,536.0,30.5,18.0,57.0,0.0,6.1,2.9,solid
Luvit Dark Compound Chocolate,560.46,48.73,20.98,43.4,53.37,7.87,0.0,solid
Didier & Frank Orange Dark CHOCOLATE BAR,60.0,5.3,3.3,0.6,0.0,1.0,0.2,solid
Lo Foods Dark CHOCOLATE BAR Almond Delight Premium Sugar Free Chocolate Rich Healthy Chocolates,42.7,4.0,3.3,1.3,0.8,1.1,0.0,solid
Darkins Indian Artisanal 63% Dark Orange Chocolate,134.2,8.2,4.9,8.9,0.0,1.7,0.0,solid
Lo Foods Keto Dark CHOCOLATE BAR (Compound Sugar Free Chocolate),42.2,3.6,2.23,0.4,2.2,0.7,0.0,solid
Toblerone Black Chocolate,180.0,10.0,6.0,17.0,0.0,2.0,3.0,solid
Darkins Indian Artisanal 70% Dark Cranberry & Chilli Chocolate,67.0,7.9,4.9,6.2,0.0,1.8,0.0,solid
Darkins Indian Artisanal 70% Dark Roasted Almonds Chocolate,144.0,9.9,4.7,6.3,0.0,2.6,3.7,solid
The Whole Truth 55% Dark Chocolate,559.4,35.2,24.1,34.3,9.5,7.1,9.5,solid
The Whole Truth Hazelnut Dark Chocolate,576.0,39.0,21.0,29.7,13.3,8.1,9.5,solid
The Whole Truth Sea Salt Dark Chocolate,591.5,44.4,40.6,21.4,2.6,8.1,8.2,solid
The Whole Truth Orange Dark Chocolate,597.6,45.0,31.2,21.5,13.3,8.1,9.7,solid
The Whole Truth Almond Raisin Dark Chocolate,547.9,34.3,20.8,32.8,0.0,7.9,8.2,solid
Lindt Exotic Milk Cornet Chocolate,156.0,12.0,9.0,11.0,18.0,1.2,0.5,solid
Lindt Lindor Smooth Melting Assorted Chocolates Cornet,630.0,49.0,36.0,40.0,0.0,4.7,0.0,solid
Godiva Dark Chocolate Blood Orange Tablet Bar,509.0,29.0,17.98,49.0,0.0,5.4,0.0,solid
Godiva Signature 72% Cacao Dark Chocolate,566.0,43.0,26.0,26.0,0.0,7.7,0.0,solid
Lindt Swiss Classic Milk Chocolate,178.0,10.0,6.0,18.0,38.0,2.2,0.7,solid
Lindt Excellence 70 % Cocoa Dark Chocolate,170.0,12.0,7.0,9.0,12.0,3.0,4.0,solid
"Cocoa mass, sugar, cocoa butter, VANILLA CAKE",192.0,13.0,5.0,14.0,29.0,3.0,0.2,solid
Lindt Excellence 90% Cocoa Supreme Dark CHOCOLATE BAR,170.0,17.0,9.0,2.0,4.0,3.0,5.0,solid
Godiva Salted Caramel Belgian Milk Chocolate,541.0,32.0,21.0,58.0,0.0,7.4,0.0,solid
Godiva Milk Chocolate Rich & Creamy,535.0,31.0,20.0,55.0,0.0,8.4,0.0,solid
Toblerone Fruit & Nut Chocolate,500.0,25.0,15.0,61.0,0.0,5.2,2.7,solid
Chokola 54% Sugar Free Dark Chocolate,142.5,11.0,7.0,0.0,5.0,2.0,4.0,solid
Wedel Milk CHOCOLATE BAR,530.0,30.0,19.0,57.0,0.0,6.0,2.5,solid
Chokola 75% Signature Noir Dark Chocolate,169.0,10.0,4.0,11.0,36.0,3.0,1.0,solid
Lindt Excellence Orange Intense Dark Chocolate,525.0,31.0,17.0,48.0,0.0,6.2,0.0,solid
Sugar Free D'lite Quinoa & Almonds Dark CHOCOLATE BAR,438.9,39.3,24.37,0.4,221.0,5.1,0.0,solid
Maltesers Chocolate,504.0,25.0,15.0,53.0,0.0,8.5,0.0,solid
Cadbury 5 Star 3D CHOCOLATE BAR,512.5,27.0,18.4,49.2,182.1,3.5,0.0,solid
Cadbury Gems Chocolate Mini Treats Pack,469.0,17.5,17.1,70.77,38.0,3.5,0.0,solid
Chokola 45% Raspberry Chocolate Minis,172.0,11.0,5.0,14.0,41.0,2.0,1.0,solid
Dukesh Truffel Butter Scotch Chocolate,528.8,28.4,21.1,59.3,49.7,5.4,0.0,solid
Cadbury Fuse Mini Treats Chocolate Pack,440.2,33.1,17.7,2.2,236.0,8.0,0.0,solid
Nestle KitKat Delights Dark,390.0,22.5,22.2,37.7,24.3,3.9,3.85,solid
Cadbury Perk Mini Treats Chocolate coated Wafers,462.5,24.3,19.4,44.4,109.0,4.9,0.0,solid
Cacao Springs Rose Almond Roca,585.77,39.62,12.74,27.43,76.4,13.43,0.0,solid
Kitkat Delights Hazelnut,418.0,22.9,20.0,36.4,42.5,4.9,0.0,solid
Sugar free D'lite Hazelnut & Roasted Almonds Dark CHOCOLATE BAR,449.0,40.6,25.17,0.4,221.0,5.5,0.0,solid
Sunfeast Fantastik Roasted Almond,551.0,34.3,26.8,48.1,101.1,8.6,0.0,solid
Ferrero Rocher Moments Pack,526.0,29.8,11.6,44.5,70.0,7.9,0.0,solid
Eat Anytime Hazelnut Date Laddoo,458.0,22.3,20.3,38.6,106.1,14.08,9.1,solid
Pulse Kachcha Aam 50 Candies,330.0,0.0,0.0,70.0,930.0,0.0,0.0,solid
Chupa Chups Sour Bites Mixed Fruit Flavour Soft And Chewy Toffee,310.5,2.5,2.2,55.3,207.0,2.7,0.0,solid
Candyman Sourzzz | Sour Jellies | Sour Candies,358.0,0.0,0.0,74.8,355.7,0.1,0.0,solid
Tangy Imli (Tamarind) 10 Pcs Sour Candy,318.7,1.6,0.48,62.4,0.0,1.0,0.0,solid
Fruittella Strawberry Flavour Chewy Toffee Stick,243.8,6.7,0.01,0.0,0.0,6.8,0.0,solid
"Guava Pulp, Sugar, Spices, and Condiments",341.92,0.44,0.19,70.85,103.26,1.9,7.02,solid
"Guava Pulp, Sugar, Spices, and Condiments",331.9,1.6,0.48,64.3,0.0,1.3,0.7,solid
Alpenliebe Pop Assorted Flavours Lollipop,349.2,8.3,7.3,50.3,0.0,0.4,0.0,solid
Orbit Sugar-Free Mixed Fruit Chewing Gum Tube,99.2,1.6,1.2,0.0,1.9,0.0,0.0,solid
Chupa Chups Assorted Flavour Long Tubes,323.2,1.8,1.6,61.8,216.0,2.0,0.0,solid
Skittles Wildberry Bite-Size Fruit Flavoured Candy,401.0,4.3,2.4,90.0,15.0,0.0,0.0,solid
Skittles Original Bite-Size Fruit Candy Tube,405.0,4.2,2.4,90.0,15.0,0.0,0.0,solid
Tic Tac Seeds Fennel (Saunf),388.0,1.5,0.45,85.0,12.0,1.0,0.0,solid
Doublemint Peppermint Chewy Mints Tube,401.0,3.69,1.8,91.0,0.0,0.0,0.0,solid
Candyman Tadka Lollipop,342.0,0.0,0.0,72.9,365.5,0.1,0.0,solid
Rangmunch Anardana Shots,304.6,2.8,0.84,54.0,0.0,2.5,0.0,solid
Tic Tac Seeds Jeera Blacksalt,389.0,0.8,0.5,86.8,280.0,0.2,0.0,solid
Rangmunch Mango Masti Premium Mouth Frehsner,224.0,0.0,0.0,16.0,0.0,2.5,0.0,solid
Alpenliebe Gold Caramel Toffee,412.0,5.2,4.5,75.5,309.0,0.7,0.0,solid
KOPIKO Cappuccino Coffee Candy,390.9,11.6,5.8,55.8,160.0,0.8,0.0,liquid
Mentos Chewy Dragees,345.2,1.8,0.54,72.0,64.0,0.05,0.0,solid
Alpenliebe Juzt Jelly - Strawberry Flavour,317.0,0.0,0.0,71.2,158.0,0.01,0.0,solid
"Sri Sri Tattva Candy - Amla, Delicious, Healthy & Digestive",0.0,0.0,0.0,0.0,0.0,0.0,0.0,solid
Alpenliebe Gold Cream Strawberry Flavour Toffee,422.0,7.3,6.8,74.0,236.0,0.12,0.0,solid
DERBY Tradissions Assorted Toffees,375.0,14.72,3.09,47.38,191.98,4.73,1.54,solid
Parle Toffee - Kismi,351.9,9.5,4.9,48.0,0.0,2.1,0.0,solid
Mentos Rainbow Assorted Flavour Chewy Toffee,345.2,1.8,0.54,72.0,64.0,0.05,0.0,solid
"Candyman Toffichoo - Soft Toffee, Strawberry Flavour",356.3,4.6,2.7,64.5,0.0,0.3,0.0,solid
Mentos Strawberry Flavour Toffee,345.2,1.8,0.54,72.0,64.0,0.05,0.0,solid
Cadbury Choclairs Gold Candy,396.2,15.7,7.5,47.5,187.0,3.3,0.0,solid
Swad Swad Coffee Candy,353.0,0.0,0.0,79.0,0.0,0.0,0.0,liquid
Parle 2 In 1 Eclairs Toffee,362.6,9.5,4.4,54.4,129.0,2.5,0.0,solid
Mapro Mazaana Chocolate Paan,437.0,24.0,20.0,51.0,110.0,2.0,0.0,solid
Dukes Choco Centre Filled Eclairs - Rich & Creamy,384.1,11.5,7.13,53.5,0.0,3.2,0.0,solid
"God Speed Imli Toffee - Natural, Sweet & Sour",601.6,0.0,0.0,85.31,0.0,0.76,0.0,solid
Swad Kachha Aam Raw Mango Candy,353.0,0.0,0.0,79.0,0.0,0.0,0.0,solid
Swad Swad Cola Masala Candy,399.0,0.0,0.0,0.0,0.0,0.0,0.0,liquid
Swad Orange With Vitamin C Candy,353.0,0.0,0.0,79.0,0.0,0.0,0.0,solid
Swad Meetha Pan Paan Candy,353.0,0.0,0.0,79.0,0.0,0.0,0.0,solid
Lotte Eclairs Coffy Bite Toffee,388.0,12.0,6.0,55.0,50.0,3.0,0.0,solid
"Parle Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",355.9,0.0,0.0,80.2,0.0,0.0,0.0,solid
Parle Rol.A.Cola Candy,356.1,0.0,0.0,80.3,0.0,0.0,0.0,liquid
Cocon Jelly - Mixed Fruit Flavour,10.0,0.0,0.0,3.0,0.0,0.0,0.0,solid
Alpenliebe Juzt Jelly Soft Candy - Fruity Bears,346.0,0.0,0.0,78.0,178.0,0.0,0.0,solid
Haribo Goldbaren,275.7,0.0,0.0,46.0,0.0,6.1,0.0,solid
CandyVille Mint Mello Flavoured Candy - Peppermint,362.5,0.0,0.0,81.05,6.22,0.42,0.0,solid
DERBY Elaichi Éclair,265.0,2.09,0.87,59.97,203.32,0.96,0.11,solid
DERBY Mango Flavoured Sugar Free Candy,399.9,0.0,0.0,0.0,11.6,0.0,0.0,solid
